timestamp,drone_id,linear_x,linear_y,linear_z,angular_z
1782563435.154721,drone_00,-2.527,0.834,0.0,0.0
1782563435.1547282,drone_00,-0.262,3.081,0.0,0.0
1782563435.1547356,drone_00,0.555,-2.376,0.0,0.0
1782563435.1547432,drone_00,-2.368,3.749,0.0,0.0
1782563435.1547508,drone_00,3.323,-0.598,0.0,0.0
1782563435.1547585,drone_00,0.756,-1.131,0.0,0.0
1782563435.1547658,drone_00,4.744,-4.457,0.0,0.0
1782563435.154773,drone_00,-3.797,-4.967,0.0,0.0
1782563435.1547804,drone_00,0.089,0.562,0.0,0.0
1782563435.1547925,drone_00,-2.299,-1.481,0.0,0.0
1782563435.1548002,drone_00,-4.346,3.105,0.0,0.0
1782563435.1548076,drone_00,-2.511,3.734,0.0,0.0
1782563435.1548178,drone_00,0.197,-2.253,0.0,0.0
1782563435.15483,drone_00,0.17,-2.412,0.0,0.0
1782563435.1548386,drone_00,4.722,-2.661,0.0,0.0
1782563435.1548462,drone_00,4.993,-3.857,0.0,0.0
1782563435.1548536,drone_00,2.599,2.792,0.0,0.0
1782563435.154861,drone_00,0.973,2.583,0.0,0.0
1782563435.1548681,drone_00,-4.769,-0.432,0.0,0.0
1782563435.154876,drone_00,2.228,3.272,0.0,0.0
1782563435.1548831,drone_00,0.066,2.815,0.0,0.0
1782563435.1548905,drone_00,-2.268,-0.649,0.0,0.0
1782563435.1548977,drone_00,4.002,4.613,0.0,0.0
1782563435.1549048,drone_00,-1.393,4.907,0.0,0.0
1782563435.154912,drone_00,1.678,-0.399,0.0,0.0
1782563435.1549194,drone_00,-1.41,0.943,0.0,0.0
1782563435.1549265,drone_00,-2.253,4.025,0.0,0.0
1782563435.154934,drone_00,-3.135,1.045,0.0,0.0
1782563435.154941,drone_00,-0.175,-2.912,0.0,0.0
1782563435.1549494,drone_00,1.753,1.929,0.0,0.0
1782563435.1549566,drone_00,3.098,1.571,0.0,0.0
1782563435.1549637,drone_00,-0.517,-3.865,0.0,0.0
1782563435.154971,drone_00,-0.921,1.255,0.0,0.0
1782563435.154978,drone_00,4.857,1.73,0.0,0.0
1782563435.1549852,drone_00,-2.892,4.516,0.0,0.0
1782563435.1549957,drone_00,2.153,4.047,0.0,0.0
1782563435.1550028,drone_00,-4.506,1.647,0.0,0.0
1782563435.1550102,drone_00,-1.451,-1.446,0.0,0.0
1782563435.1550174,drone_00,-0.666,-1.043,0.0,0.0
1782563435.155025,drone_00,0.424,-3.538,0.0,0.0
1782563435.1550324,drone_00,4.784,0.323,0.0,0.0
1782563435.1550424,drone_00,0.637,-2.92,0.0,0.0
1782563435.15505,drone_00,4.446,4.533,0.0,0.0
1782563435.1550574,drone_00,-0.655,-3.826,0.0,0.0
1782563435.155065,drone_00,-2.28,4.134,0.0,0.0
1782563435.1550722,drone_00,-2.036,-3.537,0.0,0.0
1782563435.1550796,drone_00,2.523,2.273,0.0,0.0
1782563435.1550865,drone_00,-1.772,4.107,0.0,0.0
1782563435.155094,drone_00,-0.485,-4.66,0.0,0.0
1782563435.1551025,drone_00,-1.159,3.161,0.0,0.0
1782563435.1551096,drone_00,-1.269,-3.07,0.0,0.0
1782563435.155117,drone_00,3.913,-0.725,0.0,0.0
1782563435.1551244,drone_00,0.944,2.201,0.0,0.0
1782563435.1551316,drone_00,-3.709,1.33,0.0,0.0
1782563435.1551387,drone_00,-1.814,-2.894,0.0,0.0
1782563435.155146,drone_00,1.15,4.959,0.0,0.0
1782563435.155153,drone_00,0.951,-2.256,0.0,0.0
1782563435.1551626,drone_00,-3.524,-0.874,0.0,0.0
1782563435.1551795,drone_00,-3.659,2.632,0.0,0.0
1782563435.155187,drone_00,-0.833,-1.597,0.0,0.0
1782563435.1551945,drone_00,1.099,0.824,0.0,0.0
1782563435.1552017,drone_00,-0.1,0.187,0.0,0.0
1782563435.1552093,drone_00,-0.861,0.913,0.0,0.0
1782563435.1552186,drone_00,0.17,-3.039,0.0,0.0
1782563435.1552262,drone_00,4.725,1.558,0.0,0.0
1782563435.1552334,drone_00,2.774,-0.092,0.0,0.0
1782563435.155241,drone_00,4.236,-2.273,0.0,0.0
1782563435.1552484,drone_00,-3.413,4.451,0.0,0.0
1782563435.1552556,drone_00,-1.158,0.582,0.0,0.0
1782563435.1552634,drone_00,4.203,-4.012,0.0,0.0
1782563435.1552708,drone_00,1.646,4.888,0.0,0.0
1782563435.155278,drone_00,2.675,1.838,0.0,0.0
1782563435.1552854,drone_00,-0.372,4.032,0.0,0.0
1782563435.155295,drone_00,1.618,-2.642,0.0,0.0
1782563435.1553028,drone_00,1.477,-3.316,0.0,0.0
1782563435.1553104,drone_00,2.833,1.885,0.0,0.0
1782563435.1553178,drone_00,-2.199,0.851,0.0,0.0
1782563435.1553261,drone_00,-0.541,-0.199,0.0,0.0
1782563435.1553333,drone_00,4.757,-1.506,0.0,0.0
1782563435.155341,drone_00,-4.69,-3.858,0.0,0.0
1782563435.1553483,drone_00,-4.784,4.28,0.0,0.0
1782563435.1553574,drone_00,-1.585,4.726,0.0,0.0
1782563435.1553652,drone_00,-2.559,-3.984,0.0,0.0
1782563435.1553724,drone_00,1.767,0.547,0.0,0.0
1782563435.1553798,drone_00,3.711,-1.603,0.0,0.0
1782563435.155387,drone_00,0.028,0.298,0.0,0.0
1782563435.155394,drone_00,-4.38,-2.843,0.0,0.0
1782563435.1554012,drone_00,-2.283,-3.924,0.0,0.0
1782563435.1554084,drone_00,-2.601,4.574,0.0,0.0
1782563435.1554155,drone_00,-2.237,0.351,0.0,0.0
1782563435.1554227,drone_00,2.411,2.486,0.0,0.0
1782563435.1554298,drone_00,1.535,1.153,0.0,0.0
1782563435.155437,drone_00,-3.778,2.417,0.0,0.0
1782563435.1554446,drone_00,2.777,-4.845,0.0,0.0
1782563435.155452,drone_00,-1.761,-1.528,0.0,0.0
1782563435.1554592,drone_00,1.613,-2.375,0.0,0.0
1782563435.1554666,drone_00,-2.945,-2.378,0.0,0.0
1782563435.155474,drone_00,2.783,4.572,0.0,0.0
1782563435.155481,drone_00,-0.77,4.747,0.0,0.0
1782563435.1554885,drone_00,1.397,2.473,0.0,0.0
1782563435.1554954,drone_00,2.515,-0.482,0.0,0.0
1782563435.155503,drone_00,-2.074,-2.917,0.0,0.0
1782563435.1555102,drone_00,-3.179,1.028,0.0,0.0
1782563435.1555176,drone_00,-1.806,-0.059,0.0,0.0
1782563435.1555276,drone_00,-2.195,3.003,0.0,0.0
1782563435.155537,drone_00,0.862,-3.784,0.0,0.0
1782563435.1555443,drone_00,-3.122,3.102,0.0,0.0
1782563435.1555517,drone_00,-3.841,-1.889,0.0,0.0
1782563435.1555588,drone_00,-2.239,-4.881,0.0,0.0
1782563435.155566,drone_00,2.556,-3.674,0.0,0.0
1782563435.1555731,drone_00,-2.709,-4.859,0.0,0.0
1782563435.1555805,drone_00,-1.711,4.615,0.0,0.0
1782563435.1555877,drone_00,2.291,2.544,0.0,0.0
1782563435.1555948,drone_00,-2.078,-0.902,0.0,0.0
1782563435.155604,drone_00,0.622,-2.783,0.0,0.0
1782563435.1556113,drone_00,-4.126,-3.097,0.0,0.0
1782563435.1556182,drone_00,4.821,-1.942,0.0,0.0
1782563435.1556256,drone_00,2.322,-3.427,0.0,0.0
1782563435.1556327,drone_00,4.59,-2.384,0.0,0.0
1782563435.15564,drone_00,-2.026,2.852,0.0,0.0
1782563435.155647,drone_00,3.973,-2.709,0.0,0.0
1782563435.155655,drone_00,-0.664,-2.358,0.0,0.0
1782563435.1556623,drone_00,2.482,-2.109,0.0,0.0
1782563435.1556695,drone_00,-3.069,2.906,0.0,0.0
1782563435.1556768,drone_00,-0.22,-2.569,0.0,0.0
1782563435.1556845,drone_00,-3.372,-3.522,0.0,0.0
1782563435.1556916,drone_00,-4.281,-1.61,0.0,0.0
1782563435.1557004,drone_00,-1.968,4.084,0.0,0.0
1782563435.1557078,drone_00,-2.831,0.922,0.0,0.0
1782563435.1557152,drone_00,-2.573,4.895,0.0,0.0
1782563435.1557224,drone_00,1.047,1.095,0.0,0.0
1782563435.15573,drone_00,-0.198,2.878,0.0,0.0
1782563435.1557372,drone_00,4.571,-0.385,0.0,0.0
1782563435.1557443,drone_00,1.657,1.022,0.0,0.0
1782563435.1557515,drone_00,-4.431,2.237,0.0,0.0
1782563435.1557586,drone_00,1.686,-3.122,0.0,0.0
1782563435.1557658,drone_00,2.836,-0.205,0.0,0.0
1782563435.1557753,drone_00,-1.059,0.728,0.0,0.0
1782563435.1557825,drone_00,-1.405,1.365,0.0,0.0
1782563435.1557896,drone_00,-3.048,1.469,0.0,0.0
1782563435.1557968,drone_00,-3.776,-1.934,0.0,0.0
1782563435.155804,drone_00,3.48,-0.358,0.0,0.0
1782563435.1558108,drone_00,-2.563,-3.492,0.0,0.0
1782563435.155818,drone_00,-4.966,3.843,0.0,0.0
1782563435.1558254,drone_00,0.634,-4.406,0.0,0.0
1782563435.1558328,drone_00,-4.79,-4.645,0.0,0.0
1782563435.1558402,drone_00,-0.561,-1.062,0.0,0.0
1782563435.1558473,drone_00,-1.399,2.802,0.0,0.0
1782563435.155855,drone_00,0.82,-1.746,0.0,0.0
1782563435.155864,drone_00,3.459,-4.935,0.0,0.0
1782563435.1558714,drone_00,-4.452,-3.789,0.0,0.0
1782563435.1558785,drone_00,2.35,-1.383,0.0,0.0
1782563435.155886,drone_00,-3.736,-4.334,0.0,0.0
1782563435.155894,drone_00,0.871,2.161,0.0,0.0
1782563435.1559012,drone_00,1.338,1.058,0.0,0.0
1782563435.1559086,drone_00,-4.658,3.942,0.0,0.0
1782563435.155916,drone_00,-0.274,3.441,0.0,0.0
1782563435.1559231,drone_00,-2.283,-4.732,0.0,0.0
1782563435.1559303,drone_00,-1.161,-1.115,0.0,0.0
1782563435.155938,drone_00,-3.711,-3.489,0.0,0.0
1782563435.1559446,drone_00,2.15,-1.168,0.0,0.0
1782563435.155952,drone_00,-1.326,-4.154,0.0,0.0
1782563435.1559591,drone_00,3.229,3.327,0.0,0.0
1782563435.1559663,drone_00,1.381,-0.283,0.0,0.0
1782563435.1559734,drone_00,-1.274,-3.826,0.0,0.0
1782563435.1559825,drone_00,-2.159,4.734,0.0,0.0
1782563435.1559896,drone_00,4.737,2.548,0.0,0.0
1782563435.155997,drone_00,0.75,2.191,0.0,0.0
1782563435.1560047,drone_00,4.046,-2.778,0.0,0.0
1782563435.1560137,drone_00,3.099,-0.002,0.0,0.0
1782563435.1560214,drone_00,1.489,-3.465,0.0,0.0
1782563435.1560287,drone_00,-3.337,0.658,0.0,0.0
1782563435.1560361,drone_00,-2.695,-0.091,0.0,0.0
1782563435.1560452,drone_00,-3.124,-0.353,0.0,0.0
1782563435.1560528,drone_00,-3.765,4.407,0.0,0.0
1782563435.1560602,drone_00,4.035,1.29,0.0,0.0
1782563435.1560674,drone_00,0.815,0.307,0.0,0.0
1782563435.1560748,drone_00,-1.182,3.871,0.0,0.0
1782563435.1560822,drone_00,-4.239,3.629,0.0,0.0
1782563435.1560895,drone_00,1.666,0.963,0.0,0.0
1782563435.1560967,drone_00,-2.307,-0.061,0.0,0.0
1782563435.1561038,drone_00,2.073,-0.216,0.0,0.0
1782563435.1561115,drone_00,2.035,1.643,0.0,0.0
1782563435.1561186,drone_00,3.005,-0.052,0.0,0.0
1782563435.1561258,drone_00,-4.035,-3.001,0.0,0.0
1782563435.156133,drone_00,-1.947,2.839,0.0,0.0
1782563435.15614,drone_00,-1.953,-4.65,0.0,0.0
1782563435.1561472,drone_00,-1.077,-2.549,0.0,0.0
1782563435.1561544,drone_00,1.567,-3.533,0.0,0.0
1782563435.1561623,drone_00,-1.993,-1.149,0.0,0.0
1782563435.1561697,drone_00,-0.331,4.537,0.0,0.0
1782563435.1561768,drone_00,2.257,4.715,0.0,0.0
1782563435.1561844,drone_00,-4.391,-0.903,0.0,0.0
1782563435.1561916,drone_00,-1.492,-4.28,0.0,0.0
1782563435.1561987,drone_00,4.077,-1.271,0.0,0.0
1782563435.156206,drone_00,-3.637,1.012,0.0,0.0
1782563435.1562152,drone_00,-0.536,-3.488,0.0,0.0
1782563435.1562228,drone_00,-4.029,-3.511,0.0,0.0
1782563435.1562302,drone_00,0.293,3.332,0.0,0.0
1782563435.1562374,drone_00,-3.652,2.121,0.0,0.0
1782563435.1562445,drone_00,1.431,1.754,0.0,0.0
1782563435.1562629,drone_00,-2.383,0.556,0.0,0.0
1782563435.15627,drone_00,-0.862,-3.136,0.0,0.0
1782563435.1562774,drone_00,-0.982,-1.347,0.0,0.0
1782563435.1562848,drone_00,3.29,4.46,0.0,0.0
1782563435.1562924,drone_00,4.312,-0.843,0.0,0.0
1782563435.1562996,drone_00,4.626,0.513,0.0,0.0
1782563435.156307,drone_00,-4.027,1.612,0.0,0.0
1782563435.1563141,drone_00,4.907,2.578,0.0,0.0
1782563435.1563213,drone_00,1.521,3.837,0.0,0.0
1782563435.1563284,drone_00,3.419,3.607,0.0,0.0
1782563435.1563356,drone_00,1.384,2.325,0.0,0.0
1782563435.1563425,drone_00,2.375,0.167,0.0,0.0
1782563435.1563497,drone_00,-3.108,4.604,0.0,0.0
1782563435.156357,drone_00,4.939,-4.616,0.0,0.0
1782563435.1563642,drone_00,1.211,3.42,0.0,0.0
1782563435.1563716,drone_00,1.14,4.747,0.0,0.0
1782563435.1563795,drone_00,-1.292,0.856,0.0,0.0
1782563435.1563866,drone_00,1.647,3.862,0.0,0.0
1782563435.156394,drone_00,-2.205,3.037,0.0,0.0
1782563435.1564012,drone_00,1.605,-4.224,0.0,0.0
1782563435.1564085,drone_00,-4.612,1.155,0.0,0.0
1782563435.1564157,drone_00,-1.616,1.46,0.0,0.0
1782563435.1564229,drone_00,-4.336,1.933,0.0,0.0
1782563435.1564298,drone_00,0.751,4.784,0.0,0.0
1782563435.156437,drone_00,3.965,1.865,0.0,0.0
1782563435.1564443,drone_00,-0.769,2.075,0.0,0.0
1782563435.1564517,drone_00,1.748,-3.674,0.0,0.0
1782563435.1564589,drone_00,-4.466,-2.81,0.0,0.0
1782563435.1564665,drone_00,-3.767,4.747,0.0,0.0
1782563435.1564736,drone_00,1.193,-0.191,0.0,0.0
1782563435.156481,drone_00,-1.571,3.306,0.0,0.0
1782563435.1564882,drone_00,-0.515,0.727,0.0,0.0
1782563435.156496,drone_00,1.507,3.877,0.0,0.0
1782563435.1565032,drone_00,1.577,2.674,0.0,0.0
1782563435.1565108,drone_00,1.492,3.258,0.0,0.0
1782563435.1565177,drone_00,4.659,1.296,0.0,0.0
1782563435.156525,drone_00,2.757,3.412,0.0,0.0
1782563435.1565318,drone_00,-2.282,3.815,0.0,0.0
1782563435.156539,drone_00,4.181,-1.869,0.0,0.0
1782563435.1565464,drone_00,-3.613,1.464,0.0,0.0
1782563435.1565537,drone_00,0.236,0.183,0.0,0.0
1782563435.156561,drone_00,2.275,-4.383,0.0,0.0
1782563435.156568,drone_00,3.343,3.062,0.0,0.0
1782563435.1565752,drone_00,4.434,-3.279,0.0,0.0
1782563435.1565824,drone_00,2.666,-4.131,0.0,0.0
1782563435.1565897,drone_00,1.99,-4.685,0.0,0.0
1782563435.1565971,drone_00,0.862,-2.615,0.0,0.0
1782563435.1566045,drone_00,3.603,-0.7,0.0,0.0
1782563435.1566117,drone_00,1.284,-1.553,0.0,0.0
1782563435.1566188,drone_00,0.898,-1.224,0.0,0.0
1782563435.1566262,drone_00,1.93,-1.68,0.0,0.0
1782563435.1566331,drone_00,-1.168,-3.227,0.0,0.0
1782563435.1566403,drone_00,-2.209,3.165,0.0,0.0
1782563435.1566474,drone_00,1.957,3.187,0.0,0.0
1782563435.1566546,drone_00,-4.653,2.77,0.0,0.0
1782563435.1566615,drone_00,0.987,-0.916,0.0,0.0
1782563435.156669,drone_00,4.506,1.631,0.0,0.0
1782563435.156676,drone_00,3.313,3.125,0.0,0.0
1782563435.1566832,drone_00,-0.264,4.869,0.0,0.0
1782563435.1566904,drone_00,2.177,-4.852,0.0,0.0
1782563435.1566975,drone_00,0.989,-2.612,0.0,0.0
1782563435.1567051,drone_00,-1.217,-3.342,0.0,0.0
1782563435.1567123,drone_00,3.863,-0.94,0.0,0.0
1782563435.1567194,drone_00,-0.644,0.645,0.0,0.0
1782563435.1567268,drone_00,-0.267,-4.706,0.0,0.0
1782563435.1567342,drone_00,-2.378,-2.473,0.0,0.0
1782563435.1567414,drone_00,-1.396,3.229,0.0,0.0
1782563435.1567485,drone_00,3.001,4.637,0.0,0.0
1782563435.1567557,drone_00,-1.483,-1.456,0.0,0.0
1782563435.1567628,drone_00,-1.879,-1.825,0.0,0.0
1782563435.1567702,drone_00,-4.842,1.229,0.0,0.0
1782563435.1567774,drone_00,-2.008,2.2,0.0,0.0
1782563435.1567855,drone_00,0.745,4.709,0.0,0.0
1782563435.1567926,drone_00,-1.636,2.289,0.0,0.0
1782563435.1567998,drone_00,-2.569,0.692,0.0,0.0
1782563435.156807,drone_00,1.29,2.199,0.0,0.0
1782563435.156814,drone_00,-1.924,3.546,0.0,0.0
1782563435.1568213,drone_00,1.592,-2.536,0.0,0.0
1782563435.1568286,drone_00,-1.698,0.289,0.0,0.0
1782563435.1568358,drone_00,3.27,-0.865,0.0,0.0
1782563435.156843,drone_00,0.398,4.326,0.0,0.0
1782563435.15685,drone_00,-0.177,-4.381,0.0,0.0
1782563435.1568573,drone_00,-1.879,-0.685,0.0,0.0
1782563435.156865,drone_00,0.117,-2.662,0.0,0.0
1782563435.156872,drone_00,-3.331,3.991,0.0,0.0
1782563435.1568794,drone_00,-2.171,-0.412,0.0,0.0
1782563435.1568866,drone_00,0.016,-3.327,0.0,0.0
1782563435.156894,drone_00,4.899,0.217,0.0,0.0
1782563435.1569011,drone_00,-4.687,4.683,0.0,0.0
1782563435.156908,drone_00,0.797,4.16,0.0,0.0
1782563435.1569152,drone_00,2.251,-4.255,0.0,0.0
1782563435.1569226,drone_00,4.109,4.454,0.0,0.0
1782563435.1569297,drone_00,1.707,-4.632,0.0,0.0
1782563435.156937,drone_00,-4.211,-0.94,0.0,0.0
1782563435.156944,drone_00,0.714,2.291,0.0,0.0
1782563435.1569512,drone_00,1.208,4.168,0.0,0.0
1782563435.1569586,drone_00,-3.545,-0.65,0.0,0.0
1782563435.1569657,drone_00,4.571,4.527,0.0,0.0
1782563435.156973,drone_00,0.253,-1.21,0.0,0.0
1782563435.1569803,drone_00,-0.772,0.694,0.0,0.0
1782563435.1569874,drone_00,-2.214,0.476,0.0,0.0
1782563435.1569946,drone_00,4.053,0.689,0.0,0.0
1782563435.1570017,drone_00,4.899,-1.85,0.0,0.0
1782563435.157009,drone_00,3.435,1.973,0.0,0.0
1782563435.1570158,drone_00,-1.417,-0.798,0.0,0.0
1782563435.157023,drone_00,0.193,-3.309,0.0,0.0
1782563435.1570303,drone_00,0.659,0.443,0.0,0.0
1782563435.1570375,drone_00,-0.856,-3.05,0.0,0.0
1782563435.1570446,drone_00,2.422,2.813,0.0,0.0
1782563435.1570523,drone_00,-1.233,-0.51,0.0,0.0
1782563435.1570601,drone_00,2.457,-2.616,0.0,0.0
1782563435.1570673,drone_00,-4.266,-4.074,0.0,0.0
1782563435.1570745,drone_00,4.612,-2.89,0.0,0.0
1782563435.1570816,drone_00,-3.86,-0.573,0.0,0.0
1782563435.1570888,drone_00,-3.451,3.987,0.0,0.0
1782563435.157096,drone_00,2.189,-4.54,0.0,0.0
1782563435.157103,drone_00,-0.075,4.8,0.0,0.0
1782563435.1571105,drone_00,-0.89,4.603,0.0,0.0
1782563435.1571176,drone_00,-3.983,1.566,0.0,0.0
1782563435.1571252,drone_00,1.417,2.3,0.0,0.0
1782563435.1571329,drone_00,-4.565,0.08,0.0,0.0
1782563435.15714,drone_00,-3.618,4.626,0.0,0.0
1782563435.1571472,drone_00,2.645,-0.205,0.0,0.0
1782563435.1571546,drone_00,-1.137,-4.256,0.0,0.0
1782563435.1571617,drone_00,2.453,0.73,0.0,0.0
1782563435.1571689,drone_00,4.258,-1.569,0.0,0.0
1782563435.1571836,drone_00,4.627,-1.971,0.0,0.0
1782563435.1571937,drone_00,2.914,-3.03,0.0,0.0
1782563435.157201,drone_00,2.684,0.071,0.0,0.0
1782563435.1572087,drone_00,4.306,3.638,0.0,0.0
1782563435.1572156,drone_00,0.566,-2.253,0.0,0.0
1782563435.157223,drone_00,2.503,-4.227,0.0,0.0
1782563435.1572301,drone_00,2.723,-3.742,0.0,0.0
1782563435.1572375,drone_00,0.894,0.155,0.0,0.0
1782563435.157245,drone_00,3.392,4.369,0.0,0.0
1782563435.157252,drone_00,4.977,-4.165,0.0,0.0
1782563435.1572595,drone_00,4.244,1.69,0.0,0.0
1782563435.1572666,drone_00,-1.056,1.086,0.0,0.0
1782563435.157274,drone_00,-4.32,-3.046,0.0,0.0
1782563435.1572814,drone_00,0.25,-0.687,0.0,0.0
1782563435.157289,drone_00,4.818,2.182,0.0,0.0
1782563435.1572964,drone_00,0.467,-0.932,0.0,0.0
1782563435.1573036,drone_00,0.838,4.956,0.0,0.0
1782563435.157311,drone_00,-4.132,4.671,0.0,0.0
1782563435.1573179,drone_00,-4.966,4.437,0.0,0.0
1782563435.1573253,drone_00,1.127,-1.392,0.0,0.0
1782563435.1573324,drone_00,-3.872,4.509,0.0,0.0
1782563435.1573396,drone_00,-1.048,-2.321,0.0,0.0
1782563435.1573467,drone_00,-2.397,-3.313,0.0,0.0
1782563435.1573539,drone_00,-1.44,1.56,0.0,0.0
1782563435.1573615,drone_00,4.577,3.347,0.0,0.0
1782563435.1573684,drone_00,-4.678,3.964,0.0,0.0
1782563435.1573756,drone_00,3.731,-2.1,0.0,0.0
1782563435.1573827,drone_00,3.384,0.721,0.0,0.0
1782563435.1573899,drone_00,-3.292,-4.386,0.0,0.0
1782563435.157397,drone_00,1.248,-2.93,0.0,0.0
1782563435.1574044,drone_00,-1.22,3.032,0.0,0.0
1782563435.1574116,drone_00,-1.54,0.83,0.0,0.0
1782563435.1574187,drone_00,3.257,1.339,0.0,0.0
1782563435.1574285,drone_00,3.149,-0.929,0.0,0.0
1782563435.157436,drone_00,2.814,1.309,0.0,0.0
1782563435.157443,drone_00,0.412,1.26,0.0,0.0
1782563435.1574502,drone_00,3.752,-2.151,0.0,0.0
1782563435.1574576,drone_00,-4.385,-1.129,0.0,0.0
1782563435.1574647,drone_00,-4.426,0.888,0.0,0.0
1782563435.157472,drone_00,-4.208,1.507,0.0,0.0
1782563435.1574793,drone_00,-1.922,-4.205,0.0,0.0
1782563435.1574864,drone_00,1.676,0.976,0.0,0.0
1782563435.1574938,drone_00,1.564,-1.752,0.0,0.0
1782563435.157501,drone_00,-3.412,0.929,0.0,0.0
1782563435.1575081,drone_00,-2.174,-4.709,0.0,0.0
1782563435.1575155,drone_00,-3.913,2.907,0.0,0.0
